Country,Survey,PopClass,FoodexL1,Metrics,NrConsumers,PercConsumers,Mean,STD,P5,P10,Median,P95,P97,P99
Spain,Spanish Agency for Food Safety (AESAN) - FIAB Survey,Adults,Products for special nutritional use,A.01.001748,6,0.60,129.44,96.11,23.33,23.33,100,266.67,266.67,266.67
Spain,Spanish Agency for Food Safety (AESAN) - FIAB Survey,Adults,Composite food (including frozen products),A.01.001789,100,10.20,62.06,45.98,6.67,10,50,150,170,200
Spain,Spanish Agency for Food Safety (AESAN) - FIAB Survey,Adults,"Snacks, desserts, and other foods",A.01.001877,342,34.90,53.92,44.3,10,10,43.33,135,168.33,236.67
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Grains and grain-based products,A.01.000001,750,100.00,93,31.83,43.66,54.38,90.54,146.81,162.13,174.82
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Vegetables and vegetable products (including fungi,A.01.000317,749,99.90,71.66,50.68,14.58,20.71,61.02,158.91,180.32,225.68
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Starchy roots and tubers,A.01.000467,748,99.70,77,46.16,15.85,24.04,69.95,161.43,192.13,230.77
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,"Legumes, nuts and oilseeds",A.01.000486,443,59.10,6.26,11.72,0.1,0.17,1.33,27.69,38.59,55.33
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Fruit and fruit products,A.01.000544,738,98.40,83.94,63,8.35,14.73,70.17,203.99,247.95,310.34
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Meat and meat products (including edible offal),A.01.000727,749,99.90,81.71,41.21,29.07,36.65,77.13,151.06,186.31,230.43
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,388,51.70,20.19,15.94,2.38,3.88,15.65,52.24,62.73,74.73
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Milk and dairy products,A.01.000948,750,100.00,596.76,224.05,241.11,329.06,588.01,953.45,"1,070.99","1,186.31"
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Eggs and egg products,A.01.001252,702,93.60,10.55,11.5,0.46,0.9,6.97,34.73,46.25,54.25
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Sugar and confectionary,A.01.001267,749,99.90,27.75,17.68,5.67,9.07,24.14,61.62,75.7,89.98
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Animal and vegetable fats and oils,A.01.001346,750,100.00,21.52,9.25,9.08,10.76,20.46,37.46,41.57,49.9
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Fruit and vegetable juices,A.01.001394,703,93.70,188.04,142.88,17.67,48.31,150,450,516.67,656.11
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,306,40.80,81.47,81.24,1.12,4.17,56.67,235,333.33,426.67
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Alcoholic beverages,A.01.001534,13,1.70,6.29,18.18,0.13,0.2,0.83,66.67,66.67,66.67
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Drinking water (water without any additives except,A.01.001573,750,100.00,337.57,184.85,98.92,132.51,297.6,718.67,779.29,879.71
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,"Herbs, spices and condiments",A.01.001580,750,100.00,11.73,8.36,3.33,4.09,9.33,28.43,35.07,40.6
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Products for special nutritional use,A.01.001748,480,64.00,1.1,2.15,0.05,0.1,0.55,3.2,5.11,15
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Composite food (including frozen products),A.01.001789,127,16.90,13.57,12.23,1.58,2.64,9,40,49,51.06
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,"Snacks, desserts, and other foods",A.01.001877,567,75.60,25.96,23.3,0.21,0.56,21.6,73,83.5,96.67
Finland,National FINDIET 2012 Survey,Adults,Grains and grain-based products,A.01.000001,"1,286",99.30,277.36,157.33,70.97,105,250.28,566,631.74,764.6
Finland,National FINDIET 2012 Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,271",98.10,153.75,109.72,21.82,38.63,132.39,354.49,418.24,491
Finland,National FINDIET 2012 Survey,Adults,Starchy roots and tubers,A.01.000467,"1,024",79.10,88.75,66.08,3.57,13.7,77.05,221,258.45,284.59
Finland,National FINDIET 2012 Survey,Adults,"Legumes, nuts and oilseeds",A.01.000486,450,34.70,29.35,30.49,0.66,1.8,20.5,85,113.17,150
Finland,National FINDIET 2012 Survey,Adults,Fruit and fruit products,A.01.000544,"1,113",85.90,184.82,179.57,11.36,22.01,136.8,513,640,891.2
Finland,National FINDIET 2012 Survey,Adults,Meat and meat products (including edible offal),A.01.000727,"1,248",96.40,134.78,91.59,25.56,39.47,119.68,297.96,347.52,439
Finland,National FINDIET 2012 Survey,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,571,44.10,68.68,58.86,10,15,55,177.5,230.27,305.47
Finland,National FINDIET 2012 Survey,Adults,Milk and dairy products,A.01.000948,"1,289",99.50,445.23,327.83,50.69,100.85,371.62,"1,062.63","1,252.96","1,589.86"
Finland,National FINDIET 2012 Survey,Adults,Eggs and egg products,A.01.001252,566,43.70,25.89,30.38,2.05,3.24,13.87,82.5,110,165
Finland,National FINDIET 2012 Survey,Adults,Sugar and confectionary,A.01.001267,"1,118",86.30,26.08,31.92,0.94,2,16.39,88.2,110,159.53
Finland,National FINDIET 2012 Survey,Adults,Animal and vegetable fats and oils,A.01.001346,"1,266",97.80,31.33,24.17,4.06,6.93,25.5,76.49,93.89,116.51
Finland,National FINDIET 2012 Survey,Adults,Fruit and vegetable juices,A.01.001394,663,51.20,274.36,272.61,10,65.6,200,715,"1,025.00","1,400.00"
Finland,National FINDIET 2012 Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,270",98.10,717.94,382.1,220,300,660,"1,419.00","1,600.00","1,950.00"
Finland,National FINDIET 2012 Survey,Adults,Alcoholic beverages,A.01.001534,380,29.30,400.84,482.27,10,60,232.5,"1,275.00","1,840.00","2,475.00"
Finland,National FINDIET 2012 Survey,Adults,Drinking water (water without any additives except,A.01.001573,"1,288",99.50,896.7,656.52,94.62,171.21,774.02,"2,121.39","2,567.39","2,933.64"
Finland,National FINDIET 2012 Survey,Adults,"Herbs, spices and condiments",A.01.001580,"1,262",97.50,23.23,31.11,0.67,1.16,11.63,79.04,104.58,151.32
Finland,National FINDIET 2012 Survey,Adults,Food for infants and small children,A.01.001715,3,0.20,73.33,71.87,7.5,7.5,62.5,150,150,150
Finland,National FINDIET 2012 Survey,Adults,Products for special nutritional use,A.01.001748,712,55.00,14.37,65.51,0.25,0.33,1.82,50,150,350.33
Finland,National FINDIET 2012 Survey,Adults,Composite food (including frozen products),A.01.001789,445,34.40,53.28,53.58,7.09,12.04,35.29,150,239.35,280
Finland,National FINDIET 2012 Survey,Adults,"Snacks, desserts, and other foods",A.01.001877,409,31.60,60.75,60.49,2,8.75,42.5,175,199,258
Finland,National FINDIET 2012 Survey,Elderly,Grains and grain-based products,A.01.000001,412,99.80,319.93,188.38,76.14,108.88,293.2,647.5,757.5,882.73
Finland,National FINDIET 2012 Survey,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,400,96.90,144.39,108.94,16,27.5,122,348.13,440.99,496.64
Finland,National FINDIET 2012 Survey,Elderly,Starchy roots and tubers,A.01.000467,345,83.50,96.8,68.78,7.39,27.43,81.95,225.85,274.37,311.9
Finland,National FINDIET 2012 Survey,Elderly,"Legumes, nuts and oilseeds",A.01.000486,112,27.10,29.71,27.51,1.48,2.23,24.26,82.5,104,130.19
Finland,National FINDIET 2012 Survey,Elderly,Fruit and fruit products,A.01.000544,379,91.80,217.18,167.66,20,33.9,177.86,557.75,615.54,710.46
Finland,National FINDIET 2012 Survey,Elderly,Meat and meat products (including edible offal),A.01.000727,398,96.40,109.22,68.63,25.43,36.23,92.95,245.19,295.61,351.44
Finland,National FINDIET 2012 Survey,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,191,46.20,80.13,70.05,15,25,62.5,212.5,215.8,355
Finland,National FINDIET 2012 Survey,Elderly,Milk and dairy products,A.01.000948,408,98.80,396.86,254.86,54,90,355.6,870,"1,000.00","1,140.00"
Finland,National FINDIET 2012 Survey,Elderly,Eggs and egg products,A.01.001252,168,40.70,23.67,25.75,2.6,3.22,13.81,63.51,108.22,116.34
Finland,National FINDIET 2012 Survey,Elderly,Sugar and confectionary,A.01.001267,341,82.60,16.93,20.98,0.71,1.5,11.5,51.68,73.38,95.43
Finland,National FINDIET 2012 Survey,Elderly,Animal and vegetable fats and oils,A.01.001346,405,98.10,30.74,23.78,3.03,6.28,25.37,70.97,85.54,119.87
Finland,National FINDIET 2012 Survey,Elderly,Fruit and vegetable juices,A.01.001394,181,43.80,227.62,196.87,2.5,37.5,175,600,760,950
Finland,National FINDIET 2012 Survey,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,411,99.50,598.56,276.24,220,250,565,"1,100.00","1,200.00","1,320.00"
Finland,National FINDIET 2012 Survey,Elderly,Alcoholic beverages,A.01.001534,97,23.50,313.09,372.99,17.5,30,180,"1,079.41","1,500.00","2,145.00"
Finland,National FINDIET 2012 Survey,Elderly,Drinking water (water without any additives except,A.01.001573,406,98.30,660.74,475.41,96.27,163.56,560.82,"1,557.41","1,810.76","2,151.52"
Finland,National FINDIET 2012 Survey,Elderly,"Herbs, spices and condiments",A.01.001580,395,95.60,14.39,27.18,0.49,0.74,3.38,60.08,75.57,150.41
Finland,National FINDIET 2012 Survey,Elderly,Products for special nutritional use,A.01.001748,246,59.60,3.36,6.72,0.33,0.33,1.77,10.76,17.94,35.7
Finland,National FINDIET 2012 Survey,Elderly,Composite food (including frozen products),A.01.001789,134,32.40,58.19,53.94,9.14,13.7,40,171.28,210.4,250
Finland,National FINDIET 2012 Survey,Elderly,"Snacks, desserts, and other foods",A.01.001877,91,22.00,55.18,46.53,7.5,12.5,40,162.5,165,230
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Grains and grain-based products,A.01.000001,306,100.00,134.14,44.65,73.27,82.97,130.53,212.32,236.1,253.19
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,306,100.00,116.17,61.19,33,44.57,107.28,222.57,267.37,295.97
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Starchy roots and tubers,A.01.000467,305,99.70,99.44,59.2,19.16,30.18,90.52,212.17,242.74,276.46
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,213,69.60,6.52,10.41,0.23,0.38,2.16,30.6,35,45.25
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Fruit and fruit products,A.01.000544,287,93.80,110.04,93.55,7.06,16.58,86.45,289.65,336.95,460.9
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Meat and meat products (including edible offal),A.01.000727,306,100.00,112.87,55.73,43.18,52.17,103.53,222.52,238.71,254.42
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,197,64.40,28.08,22.8,6,7.8,22.5,69.54,104.48,121.86
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Milk and dairy products,A.01.000948,305,99.70,616.27,341.69,136.56,210.71,590.1,"1,249.40","1,359.80","1,707.93"
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Eggs and egg products,A.01.001252,266,86.90,11.93,12.24,1.07,1.8,7.86,35.78,47.41,60.24
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Sugar and confectionary,A.01.001267,302,98.70,33.45,28.19,3.37,6.43,25.63,88.44,106.2,129.76
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Animal and vegetable fats and oils,A.01.001346,306,100.00,31.73,14.5,13.18,15.57,29.24,56.96,65.5,76.92
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Fruit and vegetable juices,A.01.001394,270,88.20,250.9,203.12,7.17,42.65,195.56,652.5,825,945
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,233,76.10,220.39,206.52,25,42.5,157.5,578.37,827.5,987.5
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Alcoholic beverages,A.01.001534,18,5.90,32.66,46.79,0.48,0.64,3.09,135,135,135
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Drinking water (water without any additives except,A.01.001573,306,100.00,641.83,329.96,212.43,259.11,597.9,"1,237.13","1,421.79","1,728.74"
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,"Herbs, spices and condiments",A.01.001580,306,100.00,16.37,8.76,6.54,7.5,14.41,35.99,38.89,44.97
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Products for special nutritional use,A.01.001748,137,44.80,8.03,28.9,0.15,0.23,1,82.5,125,136.54
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Composite food (including frozen products),A.01.001789,181,59.20,18.38,17,3.96,5.71,13.38,48.54,54.79,67.03
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,"Snacks, desserts, and other foods",A.01.001877,182,59.50,25.66,20.91,0.31,5.25,20.15,65.5,84.31,105
France,Individual and national study on food consumption 2,Other children,Grains and grain-based products,A.01.000001,482,100.00,173.79,69.71,77.54,92.2,165.39,299.36,331.34,388.78
France,Individual and national study on food consumption 2,Other children,Vegetables and vegetable products (including fungi,A.01.000317,478,99.20,84.24,54.06,13.2,21.14,77.21,187.36,225.43,249.55
France,Individual and national study on food consumption 2,Other children,Starchy roots and tubers,A.01.000467,476,98.80,53.68,33.25,14.29,20,48.05,114.29,136.97,166.29
France,Individual and national study on food consumption 2,Other children,"Legumes, nuts and oilseeds",A.01.000486,438,90.90,29.24,23.41,3.57,7.14,22.86,81.09,92.86,114.43
France,Individual and national study on food consumption 2,Other children,Fruit and fruit products,A.01.000544,468,97.10,91.4,66.92,12.79,21.21,77.55,215.32,249.14,289.14
France,Individual and national study on food consumption 2,Other children,Meat and meat products (including edible offal),A.01.000727,480,99.60,90.4,38.4,38.3,45.31,84.84,158.64,180.87,195.73
France,Individual and national study on food consumption 2,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,424,88.00,23.37,15.54,5.71,7.71,20,51.43,61.43,66.82
France,Individual and national study on food consumption 2,Other children,Milk and dairy products,A.01.000948,482,100.00,313.46,165.73,78.32,108.66,307.3,597.56,687.73,827.8
France,Individual and national study on food consumption 2,Other children,Eggs and egg products,A.01.001252,418,86.70,12.76,11.35,0.64,1.2,9.44,34.97,42.99,48
France,Individual and national study on food consumption 2,Other children,Sugar and confectionary,A.01.001267,471,97.70,29.57,58.03,1.73,3.07,15.71,85.76,120,270.99
France,Individual and national study on food consumption 2,Other children,Animal and vegetable fats and oils,A.01.001346,482,100.00,19.79,10.6,6.13,8.15,18.49,38.39,45.71,54
France,Individual and national study on food consumption 2,Other children,Fruit and vegetable juices,A.01.001394,374,77.60,99.94,84.5,5.71,17.14,80,267.14,287.14,342.86
France,Individual and national study on food consumption 2,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,335,69.50,125.74,140.83,17.14,21.43,80.71,360,467.14,634.29
France,Individual and national study on food consumption 2,Other children,Alcoholic beverages,A.01.001534,64,13.30,3.01,5.94,0.29,0.36,1.03,14.77,28.57,34.29
France,Individual and national study on food consumption 2,Other children,Drinking water (water without any additives except,A.01.001573,481,99.80,442.97,262.33,105.27,165.69,400.05,911.43,"1,021.22","1,370.58"
France,Individual and national study on food consumption 2,Other children,"Herbs, spices and condiments",A.01.001580,481,99.80,12.47,10.32,0.98,2.29,10.09,31.69,39.75,50.97
France,Individual and national study on food consumption 2,Other children,Food for infants and small children,A.01.001715,17,3.50,144.92,137.86,1.29,2.57,142.86,471.43,471.43,471.43
France,Individual and national study on food consumption 2,Other children,Composite food (including frozen products),A.01.001789,9,1.90,9.81,9.63,1.43,1.43,7.14,33.33,33.33,33.33
France,Individual and national study on food consumption 2,Other children,"Snacks, desserts, and other foods",A.01.001877,438,90.90,42.15,35.58,0,4.29,32.93,109.29,127.14,151.43
France,Individual and national study on food consumption 2,Adolescents,Grains and grain-based products,A.01.000001,973,100.00,233.94,95.02,99.04,128.86,220.92,396.05,462.49,523.19
France,Individual and national study on food consumption 2,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,966,99.30,96.42,61.5,15.14,27.04,84.9,214.31,238.2,276.68
France,Individual and national study on food consumption 2,Adolescents,Starchy roots and tubers,A.01.000467,949,97.50,69.62,44.51,13.29,20.47,62.29,155.64,185.71,210.71
France,Individual and national study on food consumption 2,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,828,85.10,33.94,27.48,3.43,7.14,28.57,85.14,101.86,120.83
France,Individual and national study on food consumption 2,Adolescents,Fruit and fruit products,A.01.000544,880,90.40,88.01,84.15,1.49,9,70.91,227.63,256.5,349.79
France,Individual and national study on food consumption 2,Adolescents,Meat and meat products (including edible offal),A.01.000727,973,100.00,121.26,57.43,44.73,58.71,113.54,215.16,246.76,291.9
France,Individual and national study on food consumption 2,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,785,80.70,26.3,21.37,3.44,5.71,20.36,68.75,80.71,99.43
